year,term,session,question,kind,booklet,sourcePdf,sourcePages,pageCount,points,marksText,calculatorPolicy,answer,learningOutcome,learningOutcomeSource,mgSourcePdf,mgSourcePages,diagnostics,preview
2014,jan,January 2014,36,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[17],1,2.0,2 marks,no-calculator,,R14,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[82],[],Question 36 2 marks 130 Identify the domain and range of the following function: ( ) 2 3 1 = + f x x Pre-Calculus Mathematics: Booklet 2 (January 2014) 15
2014,jan,January 2014,37,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[18],1,3.0,3 marks,no-calculator,,T3,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[84],[],Question 37 3 marks 131 Evaluate: 2 11 3 csc sin cos 6 4 3 π π 23π       + − +             16 Pre-Calculus Mathematics: Booklet 2 (January 2014)
2014,jan,January 2014,38,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[19],1,2.0,2 marks,no-calculator,,P4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[86],[],Question 38 2 marks 132 Evaluate the coefficient of the term containing 3 x in the expansion of ( )7 1 . x + Justify your answer. 
2014,jan,January 2014,39,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[19],1,1.0,1 mark,no-calculator,,R10,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[88],[],"Question 39 1 mark 133 Which of the following equations could be solved without the use of logarithms? Without actually solving the problem, explain your choice. 3 1 4 10 x x + = or 2 1 4 1 1 27 3 x x + −  =   Pre-Calculus Mathematics: Booklet 2 (January 2014) 17"
2014,jan,January 2014,40,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[20],1,4.0,4 marks,no-calculator,,R12,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[90],[],Question 40 4 marks 134 Sketch the graph of 3 2 5 3 y x x x = + − + given that one of the x-intercepts is 1. Identify the x-intercepts and y-intercept. y x 18 Pre-Calculus Mathematics: Booklet 2 (January 2014)
2014,jan,January 2014,41,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[21],1,1.0,1 mark,no-calculator,,R1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[92],[],"Question 41 1 mark 135 If ( ) ( ) 1 and 2 2 f x g x x x = = − − , what is the domain of ( ) ( )? f x g x  "
2014,jan,January 2014,42,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[21],1,2.0,2 marks,no-calculator,,"R5, R6",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[94],[],"Question 42 2 marks 136 Given ( ) ( )2 1 f x x = + for 1, x ≤− write the equation of ( ) 1 . y f x − = Pre-Calculus Mathematics: Booklet 2 (January 2014) 19"
2014,jan,January 2014,43,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[22],1,4.0,4 marks,no-calculator,,T4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[96],[],Question 43 4 marks 137 Sketch a graph of at least one period of the function ( ) 5sin 1 y x = π +   . Clearly indicate the x-intercepts. y x 20 Pre-Calculus Mathematics: Booklet 2 (January 2014)
2014,jan,January 2014,44,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jan_sb2.pdf,[23],1,4.0,4 marks,no-calculator,,R14,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jan_mg.pdf,[98],[],Question 44 4 marks 138 Sketch the graph of the following function: ( ) ( )( ) 2 2 3 2 x f x x x − = − − 1 1 y x Pre-Calculus Mathematics: Booklet 2 (January 2014) 21
2014,jun,June 2014,1,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[7],1,2.0,2 marks,calculator-active,,T1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[12],[],Question 1 2 marks 101 Use the information in the diagram to determine the value of the arc length “s”. 130o 3.5cm s Pre-Calculus Mathematics: Booklet 1 (June 2014) 1
2014,jun,June 2014,2,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[8],1,2.0,2 marks,calculator-active,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[14],[],"Question 2 2 marks 102 Solve the following equation over the interval [ ) 0, 2 . π 2 tan 2.8tan 1.96 0 + + = θ θ Use the quadratic formula 2 4 2 b b ac x a −± − = for 2 0. ax bx c + + = 2 Pre-Calculus Mathematics: Booklet 1 (June 2014)"
2014,jun,June 2014,3,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[9],1,3.0,3 marks,calculator-active,,R10,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[18],[],"Question 3 3 marks 103 Determine how many monthly investments of $50 would have to be deposited into a savings account that pays 3% annual interest, compounded monthly, for the account’s future value to be $50,000. Use the formula: Express your answer as a whole number. ( ) R 1 1 FV where FV the fut"
2014,jun,June 2014,4,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[10],1,2.0,2 marks,calculator-active,,P1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[22],[],Question 4 2 marks 104 There are 5 men and 4 women to be seated in a row. How many arrangements are possible if two men must sit at the beginning of the row and two men must sit at the end of the row? 4 Pre-Calculus Mathematics: Booklet 1 (June 2014)
2014,jun,June 2014,5,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[11],1,5.0,a) 3 marks; b) 2 marks,calculator-active,,P4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[24],[],"Question 5 a) 3 marks b) 2 marks 105 106 a) In the binomial expansion of 8 5 2 3 4x x   −    , determine the 3rd term. b) In the binomial expansion of 5 2 3 4 n x x   −     , the 6th term contains 25 x . Solve for n. Note: A calculator is not required for the remaining test questions. Pr"
2014,jun,June 2014,6,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[12],1,1.0,1 mark,no-calculator,,R1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[28],[],"Question 6 1 mark 107 Given the following two functions, ( ) ( ) 2 1 and 1, f x x g x x = − = + evaluate ( ) ( ) 3 . g f "
2014,jun,June 2014,7,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[12],1,2.0,2 marks,no-calculator,,T2,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[30],[],"Question 7 2 marks 108 If θ terminates in quadrant II and 3 csc , 2 = θ determine the exact value of tan .θ 6 Pre-Calculus Mathematics: Booklet 1 (June 2014)"
2014,jun,June 2014,8,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[13],1,2.0,a) 1 mark; b) 1 mark,no-calculator,,R11,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[32],[],Question 8 a) 1 mark b) 1 mark 109 110 a) Determine the remainder when 4 2 3 1 x x − + is divided by 2. x + b) Is 2 x + a factor of 4 2 3 1? x x − + Explain your reasoning. Pre-Calculus Mathematics: Booklet 1 (June 2014) 7
2014,jun,June 2014,9,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[14],1,2.0,2 marks,no-calculator,,"R2, R3",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[36],[],"Question 9 2 marks 111 Given the graph of ( ) y f x = below, sketch the graph of ( ) 2 3. y f x = − 1 1 y x 1 1 y x The graph of ( ) f x has already been drawn for your reference. No marks will be awarded for the graph of ( ) f x . 8 Pre-Calculus Mathematics: Booklet 1 (June 2014)"
2014,jun,June 2014,10,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[15],1,1.0,1 mark,no-calculator,,R6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[40],[],Question 10 1 mark 112 Determine one possible restriction for the domain of ( ) ( )2 1 f x x = − so that the inverse of ( ) f x is a function. 
2014,jun,June 2014,11,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[15],1,1.0,1 mark,no-calculator,,T4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[42],[],"Question 11 1 mark 113 Using the graph of the sinusoidal function below, find the value of y in the point ( ) 6, y . 60 40 − g 8 6 4 2 ( ) 6, y ( ) 4, 60 x y Pre-Calculus Mathematics: Booklet 1 (June 2014) 9"
2014,jun,June 2014,12,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[16],1,1.0,1 mark,no-calculator,,R13,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[44],[],Question 12 1 mark 114 Billy was given the graph of ( ). y f x = He was asked to sketch the graph of ( ). y f x = His answer is given on the graph below. Explain the error Billy made when sketching the graph of ( ). y f x = ( ) y f x = ( ) = y f x y x 1 1 10 Pre-Calculus Mathematics: Booklet 1 (June
2014,jun,June 2014,13,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[17],1,1.0,1 mark,no-calculator,,"P2, P3",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[46],[],Question 13 1 mark 115 Explain why a locker combination should really be called a locker permutation. 
2014,jun,June 2014,14,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[17],1,1.0,1 mark,no-calculator,,R5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[48],[],Question 14 1 mark 116 The graph of ( ) 2 4 = + f x x is reflected over the x-axis. Write the equation of the new function. y = 1 2 3 Pre-Calculus Mathematics: Booklet 1 (June 2014) 11
2014,jun,June 2014,15,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[18],1,2.0,2 marks,no-calculator,,R1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[50],[],"Question 15 2 marks 117 Given the graph of ( ) y f x = below, sketch the graph of ( ) 1 . y f x = The graph of ( ) f x has already been drawn for your reference. No marks will be awarded for the graph of ( ) f x . x 1 y 1 x y 1 1 12 Pre-Calculus Mathematics: Booklet 1 (June 2014)"
2014,jun,June 2014,16,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[19],1,2.0,2 marks,no-calculator,,R11,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[52],[],Question 16 2 marks 118 Divide ( ) 3 5 4 x x − − by ( ) 1 . x + 
2014,jun,June 2014,17,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[19],1,1.0,1 mark,no-calculator,,P4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[54],[],Question 17 1 mark 119 You are given the following row of Pascal’s Triangle. 1 7 21 35 35 21 7 1 Determine the values of the next row. Pre-Calculus Mathematics: Booklet 1 (June 2014) 13
2014,jun,June 2014,18,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[20],1,2.0,2 marks,no-calculator,,R13,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[56],[],"Question 18 2 marks 120 Given the graph of ( ) = y f x below, state the domain and range of ( ). y f x = Domain: Range: y ( ) 1, 4 − x ( ) 1, 4 − 14 Pre-Calculus Mathematics: Booklet 1 (June 2014)"
2014,jun,June 2014,19,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb1.pdf,[21],1,3.0,3 marks,no-calculator,,T6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,"[58, 59, 60]",[],Question 19 3 marks 121 Prove the identity below for all permissible values of θ : 2 2 1 tan cos 2 1 tan − = + θ θ θ Left-Hand Side Right-Hand Side Pre-Calculus Mathematics: Booklet 1 (June 2014) 15
2014,jun,June 2014,20,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[5],1,1.0,1 mark,no-calculator,C,R1,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[65],[],"Question 20 1 mark Given the graph of the function of ( ) f x below, what is the range of ( ) ? = y f x a) ∈¡ y b) 7 y ≥− c) 0 ≥ y d) 4 1 or 4 −≤ ≤− ≥ y y "
2014,jun,June 2014,21,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[5],1,1.0,1 mark,no-calculator,A,R8,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[65],[],Question 21 1 mark Simplify the following expression: 1 log 36 log 2 2 − a a a) log 3 a b) log 4 a c) log 9 a d) log 12 a 1 1 y x Pre-Calculus Mathematics: Booklet 2 (June 2014) 1
2014,jun,June 2014,22,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[6],1,1.0,1 mark,no-calculator,B,R2,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[66],[],"Question 22 1 mark Given ( ) 2 2, = − + f x x x an equation that represents the graph of ( ) f x shifted 3 units to the right is: a) ( ) ( ) 2 3 3 3 = + − + − y x x b) ( ) ( ) 2 3 3 2 = − − − + y x x c) ( )2 3 2 = − − − y x x d) 2 2 3 = − + − y x x "
2014,jun,June 2014,23,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[6],1,1.0,1 mark,no-calculator,D,R13,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[66],[],Question 23 1 mark What is the domain of the function 4 ? = − y x a) { } 2 ∈ ≥ ¡ x x b) { } 2 ∈ ≤ ¡ x x c) { } 0 ∈ ≥ ¡ x x d) { } 0 ∈ ≤ ¡ x x 
2014,jun,June 2014,24,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[6],1,1.0,1 mark,no-calculator,A,R14,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[66],[],Question 24 1 mark Which of the following is true about the two functions below? ( ) ( )( ) ( ) ( )( ) ( )( ) 2 2 2 1 2 2 2 + − − + = = − + − x x x x f x g x x x x a) Both have a point of discontinuity (hole) when 2. = x b) Both have the same vertical asymptote. c) Both have the same horizontal asym
2014,jun,June 2014,25,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[7],1,1.0,1 mark,no-calculator,C,T5,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[67],[],Question 25 1 mark The general solution to the equation 1 cos 2 = − θ is: a) 2 3 where I 5 2 3 θ θ π  = + π  ∈  π  = + π  k k k b) 3 where I 5 3 θ θ π  = + π  ∈  π  = + π  k k k c) 2 2 3 where I 2 3 θ θ π  = + π  ∈  4π  = + π  k k k d) 2 3 where I 3 θ θ π  = + π  ∈  4π  = +
2014,jun,June 2014,26,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[7],1,1.0,1 mark,no-calculator,A,T4,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[67],[],"Question 26 1 mark If the equation ( ) ( ) sin y b x = + π is represented by the following graph, what is the value of b? a) 2 5 b) 5 2 c) 2 5 π d) 5π y −π 1 x π Pre-Calculus Mathematics: Booklet 2 (June 2014) 3"
2014,jun,June 2014,27,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[8],1,1.0,1 mark,no-calculator,B,R7,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[68],[],Question 27 1 mark Which of the following is closest to the value of 2 5 log 40 log 125? + a) 3 b) 8 c) 10 d) 45 
2014,jun,June 2014,28,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[8],1,1.0,1 mark,no-calculator,D,R12,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[68],[],Question 28 1 mark A sheet of paper 12 cm long and 8 cm wide is used to make a box with no lid. Equal squares of side length x cm are cut from each of the corners and the sides are folded up to make the box. Which of the following expresses the volume of the box? a) ( ) ( )( ) V 12 8 = + + x x x x b
2014,jun,June 2014,29,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[8],1,1.0,1 mark,no-calculator,B,R5,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[68],[],"Question 29 1 mark Given that the graph of ( ) f x contains the point ( ) 3, 5 , − what point must be on the graph of ( )? − f x a) ( ) 3, 5 − − b) ( ) 3, 5 c) ( ) 3, 5 − d) ( ) 5, 3 − 8 cm x x 12 cm 4 Pre-Calculus Mathematics: Booklet 2 (June 2014)"
2014,jun,June 2014,30,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[9],1,1.0,1 mark,no-calculator,,T1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[70],[],Question 30 1 mark 122 Determine one positive and one negative coterminal angle with the angle 5 . 6 π 
2014,jun,June 2014,31,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[9],1,2.0,2 marks,no-calculator,,T3,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[72],[],Question 31 2 marks 123 Evaluate: 11 11 sin sec 3 6 π π          Pre-Calculus Mathematics: Booklet 2 (June 2014) 5
2014,jun,June 2014,32,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[10],1,1.0,1 mark,no-calculator,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[74],[],"Question 32 1 mark 124 Given the equation 2 2sin 3sin 1 0 θ θ − + = , verify that 2 θ π = is a solution. "
2014,jun,June 2014,33,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[10],1,2.0,2 marks,no-calculator,,R8,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[78],[],"Question 33 2 marks 125 Using the laws of logarithms, expand: loga x y z       g 6 Pre-Calculus Mathematics: Booklet 2 (June 2014)"
2014,jun,June 2014,34,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[11],1,3.0,a) 2 marks; b) 1 mark,no-calculator,,a) R9; b) R6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[80],[],Question 34 a) 2 marks b) 1 mark 126 127 a) Sketch the graph of ( ) 3 1. = + x f x b) Sketch the graph of ( ) 1 . f x − y x 1 1 y x 1 1 Pre-Calculus Mathematics: Booklet 2 (June 2014) 7
2014,jun,June 2014,35,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[12],1,2.0,2 marks,no-calculator,,R9,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[84],[],Question 35 2 marks 128 Determine the x-intercept and y-intercept of ( ) 2 log 4 1. y x = + − 
2014,jun,June 2014,36,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[12],1,1.0,1 mark,no-calculator,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[88],[],"Question 36 1 mark 129 Explain the error that was made when solving the following equation: sin 2 cos = θ θ, where ∈¡ θ 8 Pre-Calculus Mathematics: Booklet 2 (June 2014)"
2014,jun,June 2014,37,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[13],1,2.0,a) 1 mark; b) 1 mark,no-calculator,,R1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[90],[],Question 37 a) 1 mark b) 1 mark 130 131 Given ( ) 2 2 3 = − − f x x x and ( ) 1 g x x = + : a) Write the equation of ( ) ( ). y f g x = b) Sketch the graph of ( ) ( ). y f g x = y x 1 1 Pre-Calculus Mathematics: Booklet 2 (June 2014) 9
2014,jun,June 2014,38,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[14],1,1.0,1 mark,no-calculator,,T2,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[96],[],"Question 38 1 mark 132 Is the point 3 3 , 4 4   −     on the unit circle? Justify your answer. "
2014,jun,June 2014,39,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[14],1,1.0,1 mark,no-calculator,,T3,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[98],[],Question 39 1 mark 133 Explain why the equation 1 sec 4 θ = has no solution. 10 Pre-Calculus Mathematics: Booklet 2 (June 2014)
2014,jun,June 2014,40,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[15],1,1.0,1 mark,no-calculator,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[100],[],"Question 40 1 mark 134 The graph of sin 2 = y x is sketched below. Explain how to use this graph to solve the equation 1 sin 2 2 = x over the interval [ ] 0, 2 . π y x π 1 1 − 2π Pre-Calculus Mathematics: Booklet 2 (June 2014) 11"
2014,jun,June 2014,41,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[16],1,3.0,3 marks,no-calculator,,T4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[102],[],"Question 41 3 marks 135 Sketch the graph of ( ) 4cos 2 = − y x over the interval [ ] , −π π . y x 12 Pre-Calculus Mathematics: Booklet 2 (June 2014)"
2014,jun,June 2014,42,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[17],1,2.0,2 marks,no-calculator,,R12,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[104],[],Question 42 2 marks 136 Write the equation for ( ) f x that satisfies all of the following conditions: • ( ) f x is a polynomial function of degree 4 • ( ) f x has a zero at 2 with a multiplicity of 3 • ( ) f x has a zero at 5 − • ( ) f x has a y-intercept of 80 Pre-Calculus Mathematics: Booklet 2 (
2014,jun,June 2014,43,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[18],1,3.0,3 marks,no-calculator,,T6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,[106],[],Question 43 3 marks 137 Find the exact value of 19 sin . 12 π       14 Pre-Calculus Mathematics: Booklet 2 (June 2014)
2014,jun,June 2014,44,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_14_jun_sb2.pdf,[19],1,4.0,4 marks,no-calculator,,R10,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_14_jun_mg.pdf,"[110, 111]",[],Question 44 4 marks 138 Solve the following equation: ( ) ( ) ( ) 2 2 2 2log 1 log 5 log 1 − − − = + x x x Pre-Calculus Mathematics: Booklet 2 (June 2014) 15
